gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
439318971	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353122zA8UwzILwE6Xj2A3										http://creativecommons.org/licenses/by/4.0/	
439318970	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413733806202514KxhcPJjsxliK										http://creativecommons.org/licenses/by/4.0/	
439318969	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380551cahuQRZ3ygvX6wN6										http://creativecommons.org/licenses/by/4.0/	
439318968	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380531QFoJcvam6dFThin4										http://creativecommons.org/licenses/by/4.0/	
438985480	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442360391981Wuweqbso6wMlZ5Pl							Paris, Muséum National d'Histoire Naturelle, VD			http://creativecommons.org/licenses/by/4.0/	
438985479	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380429Eh3dPySXXQgioHZ3										http://creativecommons.org/licenses/by/4.0/	
438985476	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380490v0izbbIT5LYNwlmS										http://creativecommons.org/licenses/by/4.0/	
438985475	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413733806392BGbD3SpeLe0qgy2										http://creativecommons.org/licenses/by/4.0/	
438985474	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380573SWgm4uMIgNvC1ks7										http://creativecommons.org/licenses/by/4.0/	
438985473	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442360387056TkVgKM27MjHWbWS2							Paris, Muséum National d'Histoire Naturelle, VD			http://creativecommons.org/licenses/by/4.0/	
438985473	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1443676382255V2JLcFbEJORVGmtL							Paris, Museum National d'Histoire Naturelle, AA			http://creativecommons.org/licenses/by/4.0/	
438651860	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353048NWCErcF1cy16jleP										http://creativecommons.org/licenses/by/4.0/	
438651859	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380510k7tcFLR6GRR0tAjY										http://creativecommons.org/licenses/by/4.0/	
438319237	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380410Q59DD4VozepIxXX6										http://creativecommons.org/licenses/by/4.0/	
438319236	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373134823usKnsOmSnJ2cJrtM										http://creativecommons.org/licenses/by/4.0/	
438319235	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353159wzHZ2pECHcZ7cezy										http://creativecommons.org/licenses/by/4.0/	
438319234	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353029FXiZJ8YIUxVzPPV5										http://creativecommons.org/licenses/by/4.0/	
437653107	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442360394053Yvc9iZClNFpuezL7							Paris, Muséum National d'Histoire Naturelle, VD			http://creativecommons.org/licenses/by/4.0/	
437653106	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380370B4BwNevY5E8MD5aW										http://creativecommons.org/licenses/by/4.0/	
437321273	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1443676391641j0FiER2xlPWh2iJL							Paris, Museum National d'Histoire Naturelle, AA			http://creativecommons.org/licenses/by/4.0/	
437321273	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1442360389201kyytGrBuuN5zbjpd							Paris, Muséum National d'Histoire Naturelle, VD			http://creativecommons.org/licenses/by/4.0/	
437321272	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380352WqECmg0OfJazFLEM										http://creativecommons.org/licenses/by/4.0/	
437321271	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380391MTmxGIlTdXB6cWqN										http://creativecommons.org/licenses/by/4.0/	
437321268	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373352993EfsbZHicewlsj29u										http://creativecommons.org/licenses/by/4.0/	
437321267	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413733806004hCwzBCIb59h9AXW										http://creativecommons.org/licenses/by/4.0/	
437321266	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353177MIjvpVKBp96QW1Vl										http://creativecommons.org/licenses/by/4.0/	
437321265	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1446815155876Hx8ngLcGQsxX1chX							Paris, MNHN, AC, BC & AL			http://creativecommons.org/licenses/by/4.0/	
437321265	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413733530678ZRBS8fUJyS0eZz6										http://creativecommons.org/licenses/by/4.0/	
436987826	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373380449QVNOI0WApwYtNVuq										http://creativecommons.org/licenses/by/4.0/	
436987825	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/14413733804698dS7jMCcqMuQsfUA										http://creativecommons.org/licenses/by/4.0/	
436987824	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373134748NPLOQcYq2VjJCzJm										http://creativecommons.org/licenses/by/4.0/	
436987823	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373352972yd12deXd2afcz6NN										http://creativecommons.org/licenses/by/4.0/	
436987822	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353010yW9hTx9EngULbR2c										http://creativecommons.org/licenses/by/4.0/	
436987821	StillImage	image/jpeg	http://mediaphoto.mnhn.fr/media/1441373353140MnwdGUDdcjaTFTkC										http://creativecommons.org/licenses/by/4.0/	
362408858	StillImage	image/jpeg	http://sesam.senckenberg.de/pictures/originale/32/FR-0026530.jpg										all rights reserved	
317858699	StillImage	image/jpeg	http://sesam.senckenberg.de/pictures/originale/32/FR-0016646_Vitellaria_paradoxa_Neumann_714_FR_001301.jpg										all rights reserved	
317858699	StillImage	image/jpeg	http://sesam.senckenberg.de/pictures/originale/32/FR-0016646_0-072-01_1.jpg										all rights reserved	
317858692	StillImage	image/jpeg	http://sesam.senckenberg.de/pictures/originale/32/FR-0016639.jpg										all rights reserved	
317858690	StillImage	image/jpeg	http://sesam.senckenberg.de/pictures/originale/32/FR-0016637.jpg										all rights reserved	
